./enum.c 2,544.19 5271102 26 25 0 0 0 0 0 0 0 0 0 0 0 0 0.12 0 0 0.36 0.52
./fold-const-declref.c 2,400.25 5252958 20 19 0 0 0 0 0 0 0 0 0 0 0 0 0.16 0 0 0.16 0.68
./funccall.c 1,629.00 5255452 31 31 0 0 0 0 0 0 0 0 0 0 0 0 0.13 0 0 0.32 0.55
./indirect-goto.c 399.76 5257322 131 131 0 0 0 0 0 0 0 0 0 0 0 0 0.08 0 0 0.27 0.65
./main-norecurse.cpp 4,065.25 5253736 12 12 0 0 0 0 0 0 0 0 0 0 0 0 0.17 0 0 0.25 0.58
./mangle-mingw.cpp 6,754.70 5272500 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0.3 0.5
./microsoft-abi-try-throw.cpp 6,279.90 5267752 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0.3 0.5
./ms_struct-bitfield-init.c 1,647.02 5302127 59 59 0 0 0 0 0 0 0 0 0 0 0 0 0.17 0 0 0.37 0.46
./multi-dim-operator-new.cpp 22.40 5258395 2386 2382 0 0 0 0 0 0 0 0 0 0 0 0 0.19 0 0 0.3 0.51
./no-ident-version.c 13,889.14 5302177 7 7 0 0 0 0 0 0 0 0 0 0 0 0 0.29 0 0 0.14 0.57
./no-junk-ftrunc.c 5,193.60 5256889 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0.3 0.5
./noduplicate-cxx11-test.cpp 2,869.84 5259480 19 19 0 0 0 0 0 0 0 0 0 0 0 0 0.21 0 0 0.37 0.42
./noexceptionsfpmath.c 4,762.40 5252577 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0.3 0.5
./nousejumptable.c 5,831.10 5263264 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0.3 0.5
./pr18635.cpp 1,628.63 5261955 35 32 0 0 0 0 0 0 0 0 0 0 0 0 0.16 0 0 0.28 0.56
