segreg flgctrl inout string break cond shftrot decimal binary conver stack control branch bit logical arith datamov
0 0 0 1 0 0 0 0 0 0 4 0 2 0 2 2 10
0 0 0 1 0 0 0 0 0 0 7 0 2 0 4 2 8
0 0 0 1 0 0 0 0 0 0 4 0 1 1 1 3 5
0 0 0 1 0 0 0 0 0 0 4 0 11 8 0 27 53
0 0 0 1 0 0 0 0 0 0 4 0 4 0 1 2 5
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5
0 0 0 1 0 0 0 0 0 0 9 0 5 0 9 13 41
0 0 0 1 0 0 0 0 0 0 6 0 2 0 0 2 6
0 0 0 1 0 0 0 0 0 0 72 0 15 0 18 6 57
0 0 0 1 0 0 0 0 0 0 7 0 2 0 1 2 7
0 0 0 1 0 0 0 0 0 0 6 0 1 0 0 4 8
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 2 3
0 0 0 1 0 0 0 0 0 0 5 1 2 0 7 6 37
0 0 0 1 0 0 259 0 0 0 57 1 264 0 969 149 3794
0 0 0 1 0 0 0 0 0 0 150 49 1 0 0 98 557
0 0 0 1 0 0 0 0 0 0 6 0 1 0 0 2 13
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
0 0 0 1 0 0 0 0 0 0 6 1 1 0 5 6 29
0 0 0 1 0 0 0 0 0 0 4 0 11 0 1 5 27
0 0 0 1 0 0 0 0 0 0 8 2 3 0 0 5 11
0 0 0 1 0 0 0 0 0 0 6 1 403 0 0 201 1001
0 0 0 1 0 0 0 0 0 0 15 1 3 0 4 15 29
0 0 0 1 0 0 0 0 0 0 6 1 19 0 2 50 175
0 0 0 1 0 0 0 0 0 0 6 1 2 0 0 4 20
0 0 0 1 0 0 0 0 0 0 54 25 532 0 2 482 1592
0 0 0 1 0 0 0 0 0 0 6 1 5 0 0 9 23
0 0 0 1 0 0 0 0 0 0 6 2 2 0 0 8 15
0 0 0 1 0 0 0 0 0 0 6 1 2 0 0 12 30
0 0 0 1 0 0 0 0 0 0 6 1 43 0 2 44 299
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 2 8
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 2 8
0 0 0 1 0 0 0 0 0 0 13 5 1 0 0 16 46
0 0 0 1 0 0 0 0 0 0 13 5 1 0 0 8 38
0 0 0 1 0 0 0 0 0 0 8 2 6 0 4 2 45
0 0 0 1 0 0 0 0 0 0 6 0 16 0 0 3 6
0 0 0 1 0 0 0 0 0 0 6 0 2 0 0 3 6
0 0 0 1 0 0 0 0 0 0 9 1 12 0 3 21 74
0 0 0 1 0 0 0 0 0 0 4 1 10 0 0 18 44
0 0 0 1 0 0 0 0 0 0 5 1 11 0 0 10 36
0 0 0 1 0 0 0 0 0 0 5 1 6 0 1 3 15
0 0 0 1 0 0 0 0 0 0 6 0 3 0 1 2 9
0 0 0 1 0 0 0 0 0 0 6 1 21 0 2 23 63
0 0 0 1 0 0 0 0 0 0 5 1 1571 0 2 1155 2027
0 0 0 1 0 0 0 0 0 0 196 1 151 0 0 194 1604
0 0 0 1 0 0 0 0 0 0 9 1 1 0 0 3 17
0 0 0 1 0 0 0 0 0 0 4 0 1 0 1 4 10
0 0 0 1 0 0 0 0 0 0 6 0 1 0 2 4 12
0 0 0 1 0 0 0 0 0 0 8 1 1 0 2 4 17
0 0 0 1 0 0 0 0 0 0 8 2 1 0 2 4 9
0 0 0 0 0 0 0 0 0 0 0 0 1466 0 1 0 7325
0 0 0 0 0 0 0 0 0 0 0 0 1538 0 0 1614 3708
0 0 0 1 0 0 0 0 0 0 84 80 83 0 80 563 2231
0 0 0 0 0 0 0 0 0 0 0 0 1689 0 66 2008 3287
0 0 0 0 0 0 0 0 0 0 83 65 1497 0 0 2140 3223
0 0 0 0 0 0 0 0 0 0 78 61 1502 0 0 2060 3126
0 0 0 1 0 0 0 0 0 0 6 1 35 0 17 34 119
0 0 0 1 0 0 0 0 0 0 5 1 1 0 1 3 11
0 0 0 1 0 0 0 0 0 0 6 1 294 0 482 578 3479
0 0 0 1 0 0 0 0 0 0 7 0 1 0 0 4 12
0 0 0 0 0 0 0 0 0 0 109 2 18 0 198 361 2050
0 0 0 1 0 0 0 0 0 0 8 3 1 0 6 7 29
0 0 0 1 0 0 0 0 0 0 8 1 1 0 3 6 32
0 0 0 0 0 0 0 0 0 0 787 0 556 0 1 2552 6691
0 0 0 0 0 0 0 0 0 0 1085 0 436 0 1 1568 6771
0 0 0 0 0 0 0 0 0 0 1000 0 501 0 0 2501 5002
0 0 0 1 0 0 0 0 0 0 71 0 11 0 11 27 205
0 0 0 1 0 0 0 0 0 0 9 0 1 0 1 6 30
0 0 0 1 0 0 0 0 0 0 8 0 2 0 3 15 44
0 0 0 1 0 0 0 0 0 0 5 0 3 0 4 6 39
0 0 0 1 0 0 0 0 0 0 6 1 1 0 0 3 6
0 0 0 1 0 0 0 0 0 0 5 0 1 0 0 2 4
0 0 0 1 0 0 0 0 0 0 20 8 3 0 1 3 81
0 0 0 1 0 0 0 0 0 0 6 1 13 0 7 64 216
0 0 0 1 0 0 0 0 0 0 7 1 3 0 4 4 39
0 0 0 0 0 0 0 0 0 0 2 0 2 0 2 0 9
0 0 0 1 0 0 0 0 0 0 8 0 1 0 4 3 31
0 0 0 1 0 0 0 0 0 0 5 2 1 0 3 14 55
0 0 0 1 0 0 0 0 0 0 7 2 1 0 0 18 25
0 0 0 1 0 0 0 0 0 0 6 2 1 0 3 2 15
0 0 0 1 0 0 0 0 0 0 7 0 2 0 2 5 15
0 0 0 1 0 0 0 0 0 0 5 0 1 0 0 4 7
0 0 0 1 0 0 0 0 0 0 19 0 4 0 11 18 85
0 0 0 0 0 0 0 0 0 0 454 302 153 0 1057 1814 4840
0 0 0 1 0 0 0 0 0 0 7 0 1 0 1 4 9
0 0 0 1 0 0 0 0 0 0 4 0 1 0 3 2 7
0 0 0 1 0 0 0 0 0 0 8 0 1 0 0 4 13
0 0 0 1 0 0 0 0 0 0 4 0 7 0 6 2 15
0 0 0 1 0 0 0 0 0 0 7 1 1 0 4 3 11
0 0 0 1 0 0 0 0 0 0 4 0 1 0 2 2 7
0 0 0 1 0 0 0 0 0 0 40 0 6 0 3 20 38
0 0 0 1 0 0 0 0 0 0 7 0 2 0 3 4 14
0 0 0 1 0 0 0 0 0 0 6 0 1 0 1 8 48
0 0 0 1 0 0 0 0 0 0 6 1 6 0 1 30 67
0 0 0 1 0 0 0 0 0 0 12 0 7 0 13 21 70
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 5
0 0 0 1 0 0 0 0 0 0 6 1 9 0 2 6 23
0 0 0 1 0 0 0 0 0 0 8 0 2 0 1 3 9
0 0 0 1 0 0 0 0 0 0 9 0 1 0 0 7 48
0 0 0 1 0 0 0 0 0 0 8 1 1 0 1 13 31
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 2 3
0 0 0 1 0 0 0 0 0 0 9 1 1 0 2 12 43
0 0 0 1 0 0 0 0 0 0 20 3 1 0 2 20 69
0 0 0 1 0 0 0 0 0 0 4 0 1 0 1 5 15
0 0 0 1 0 0 0 0 0 0 4 0 1 0 1 5 14
0 0 0 1 0 0 0 0 0 0 6 0 1 0 1 7 20
0 0 0 1 0 0 0 0 0 0 31 22 1 0 6 49 124
0 0 0 1 0 0 0 0 0 0 31 22 1 0 6 49 124
0 0 0 1 0 0 0 0 0 0 20 16 35 0 0 35 85
0 0 0 1 0 0 0 0 0 0 7 0 2 0 1 2 7
0 0 0 1 0 0 0 0 0 0 5 1 3 0 0 3 9
0 0 0 1 0 0 0 0 0 0 7 1 1 0 1 3 12
0 0 0 1 0 0 0 0 0 0 5 1 2 0 1 4 10
0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 3 25
0 0 0 1 0 0 0 0 0 0 9 2 10 0 0 33 58
0 0 0 1 0 0 0 0 0 0 4 0 1 0 2 2 4
0 0 0 1 0 0 0 0 0 0 7 0 2 0 1 3 10
0 0 0 1 0 0 0 0 0 0 4 0 2 0 0 2 4
0 0 0 1 0 0 0 0 0 0 56 0 13 0 8 28 124
0 0 0 1 0 0 0 0 0 0 8 1 2 0 0 4 10
0 0 0 1 0 0 0 0 0 0 7 0 1 0 0 3 9
0 0 0 1 0 0 0 0 0 0 7 1 7 0 1 4 20
0 0 0 1 0 0 0 0 0 0 4 0 2 0 2 6 12
0 0 0 1 0 0 0 0 0 0 6 0 2 0 0 4 8
0 0 0 1 0 0 0 0 0 0 7 0 1 0 1 2 11
0 0 0 1 0 0 0 0 0 0 6 1 14 0 4 63 171
0 0 0 1 0 0 0 0 0 0 6 2 199 0 128 69 208
0 0 0 1 0 0 0 0 0 0 6 1 9 0 7 17 46
0 0 0 1 0 0 0 0 0 0 6 0 2 0 0 5 9
0 0 0 1 0 0 0 0 0 0 5 1 1 0 1 4 11
0 0 0 1 0 0 0 0 0 0 6 0 2 0 0 4 12
0 0 0 1 0 0 0 0 0 0 7 1 1 0 0 12 33
0 0 0 1 0 0 0 0 0 0 6 0 1 0 1 4 14
0 0 0 1 0 0 0 0 0 0 7 2 1 0 2 6 19
0 0 0 1 0 0 0 0 0 0 6 1 1 0 2 5 17
0 0 0 1 0 0 0 0 0 0 5 1 147 0 5 123 562
0 0 0 0 0 0 0 0 0 0 1 0 104 0 1 1 229
0 0 0 1 0 0 0 0 0 0 6 1 1 0 3 2 12
0 0 0 1 0 0 0 0 0 0 6 0 1 0 2 4 18
0 0 0 1 0 0 0 0 0 0 21 0 5 0 8 10 25
0 0 0 1 0 0 0 0 0 0 21 0 5 0 8 10 24
0 0 0 1 0 0 0 0 0 0 6 0 1 0 2 2 8
0 0 0 1 0 0 0 0 0 0 6 0 1 0 2 2 8
0 0 0 1 0 0 0 0 0 0 4 0 7 0 0 2 4
0 0 0 1 0 0 0 0 0 0 12 0 1 0 0 4 62
0 0 0 1 0 0 0 0 0 0 6 1 1 0 2 3 15
0 0 0 1 0 0 0 0 0 0 5 0 1 0 0 3 4
0 0 0 1 0 0 0 0 0 0 5 0 1 0 13 3 9
0 0 0 1 0 0 0 0 0 0 6 0 3 0 8 7 34
0 0 0 1 0 0 0 0 0 0 6 1 1 0 10 4 26
0 0 0 1 0 0 0 0 0 0 6 1 1 0 10 4 27
0 0 0 1 0 0 0 0 0 0 5 0 2 0 1 5 11
0 0 0 1 0 0 0 0 0 0 6 1 1 0 4 4 8
0 0 0 1 0 0 0 0 0 0 13 4 16 0 1 6 37
0 0 0 1 0 0 0 0 0 0 6 0 3 0 3 5 17
0 0 0 1 0 0 0 0 0 0 7 0 1 0 1 2 6
0 0 0 1 0 0 0 0 0 0 4 0 1 0 1 2 5
0 0 0 1 0 0 0 0 0 0 6 0 2 0 2 9 47
0 0 0 1 0 0 0 0 0 0 7 0 2 0 2 3 8
0 0 0 1 0 0 0 0 0 0 7 0 1 0 2 3 9
0 0 0 1 0 0 0 0 0 0 32 0 96 0 65 38 617
0 0 0 1 0 0 0 0 0 0 32 0 92 0 65 65 690
0 0 0 1 0 0 0 0 0 0 7 3 5 0 6 7 34
0 0 0 1 0 0 0 0 0 0 7 0 1 0 1 5 7
0 0 0 1 0 0 0 0 0 0 7 0 1 0 1 2 13
0 0 0 1 0 0 0 0 0 0 7 0 2 0 2 2 9
0 0 0 1 0 0 0 0 0 0 13 0 5 0 4 4 26
0 0 0 1 0 0 0 0 0 0 9 0 1 0 2 10 17
0 0 0 1 0 0 0 0 0 0 6 0 2 0 0 5 11
0 0 0 1 0 0 0 0 0 0 9 1 4 0 6 8 55
0 0 0 1 0 0 0 0 0 0 6 1 14 0 0 7 35
0 0 0 1 0 0 0 0 0 0 12 0 1 0 3 4 37
0 0 0 1 0 0 0 0 0 0 8 1 2 0 1 4 15
0 0 0 1 0 0 0 0 0 0 8 0 2 0 1 5 18
0 0 0 1 0 0 0 0 0 0 7 2 1 0 12 8 13
0 0 0 1 0 0 0 0 0 0 6 1 1 0 0 3 7
0 0 0 1 0 0 0 0 0 0 4 0 2 0 0 3 4
0 0 0 1 0 0 0 0 0 0 6 0 1 0 1 5 10
0 0 0 1 0 0 0 0 0 0 7 0 1 0 1 2 7
0 0 0 1 0 0 0 0 0 0 6 0 3 0 2 2 8
0 0 0 1 0 0 0 0 0 0 8 2 1 0 2 4 61
0 0 0 1 0 0 0 0 0 0 76 0 38 0 2 70 281
0 0 0 1 0 0 0 0 0 0 6 1 84 0 0 272 215
0 0 0 1 0 0 0 0 0 0 6 1 84 0 0 297 275
0 0 0 1 0 0 0 0 0 0 6 1 14 0 1 14 96
0 0 0 1 0 0 0 0 0 0 7 0 1 0 1 2 7
0 0 0 1 0 0 0 0 0 0 4 0 531 0 0 527 2600
0 0 0 1 0 0 0 0 0 0 5 0 1 0 2 14 31
0 0 0 1 0 0 0 0 0 0 8 0 3 0 4 8 26
0 0 0 1 0 0 0 0 0 0 8 1 2 0 2 3 18
0 0 0 1 0 0 0 0 0 0 7 1 2 0 1 109 58
0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 3
0 0 0 1 0 0 0 0 0 0 5 1 7 0 5 5 18
0 0 0 1 0 0 0 0 0 0 11 1 1 0 1 4 17
0 0 0 0 0 0 0 0 0 0 1 0 464 0 463 3240 7419
0 0 0 1 0 0 0 0 0 0 17 0 1 0 0 8 27
0 0 0 1 0 0 0 0 0 0 5 0 2 0 5 3 5
0 0 0 1 0 0 0 0 0 0 21 0 1 0 8 10 14
0 0 0 1 0 0 0 0 0 0 13 0 1 0 8 6 27
0 0 0 1 0 0 0 0 0 0 6 0 5 0 2 8 19
0 0 0 1 0 0 0 0 0 0 8 0 5 0 2 12 29
0 0 0 1 0 0 0 0 0 0 8 0 2 0 8 30 124
0 0 0 1 0 0 0 0 0 0 6 1 2 0 5 11 49
0 0 0 1 0 0 0 0 0 0 6 0 1 0 2 6 28
0 0 0 1 0 0 0 0 0 0 6 0 2 0 2 4 22
0 0 0 1 0 0 0 0 0 0 7 1 1 0 8 4 11
0 0 0 1 0 0 0 0 0 0 7 0 1 0 304 2 915
0 0 0 1 0 0 0 0 0 0 5 0 3 0 0 2 9
0 0 0 1 0 0 0 0 0 0 7 0 1 0 1 4 22
0 0 0 1 0 0 0 0 0 0 5 0 2 0 9 13 70
0 0 0 1 0 0 0 0 0 0 8 1 1 0 2 3 19
0 0 0 1 0 0 0 0 0 0 4 0 1 0 7 3 6
0 0 0 1 0 0 0 0 0 0 11 7 24 0 0 16 46
0 0 0 1 0 0 0 0 0 0 23 0 1 0 0 20 58
0 0 0 1 0 0 0 0 0 0 6 1 4 0 26 8 89
0 0 0 1 0 0 0 0 0 0 100 0 121 0 0 2 52
0 0 0 1 0 0 0 0 0 0 12 1 3 0 9 3 68
0 0 0 1 0 0 0 0 0 0 13 0 3 0 8 2 24
0 0 0 1 0 0 0 0 0 0 4 0 1 0 24 38 148
0 0 0 1 0 0 0 0 0 0 5 0 2 0 2 3 6
0 0 0 1 0 0 0 0 0 0 4 0 1 0 8 3 26
0 0 0 1 0 0 0 0 0 0 16 4 11 0 0 6 56
0 0 0 1 0 0 0 0 0 0 7 1 1 0 2 4 15
0 0 0 1 0 0 0 0 0 0 7 2 2 0 2 7 24
0 0 0 1 0 0 0 0 0 0 19 0 10 0 1 8 31
0 0 0 1 0 0 0 0 0 0 12 0 1 0 4 5 65
0 0 0 1 0 0 0 0 0 0 6 1 1 0 2 3 13
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 1 0 0 0 0 0 0 9 0 1 0 1 5 46
0 0 0 1 0 0 0 0 0 0 4 0 2 0 1 3 11
0 0 0 1 0 0 0 0 0 0 7 0 3 0 3 11 26
0 0 0 1 0 0 2 0 0 0 29 0 1 0 4 34 83
0 0 0 1 0 0 0 0 0 0 14 0 13 0 2 11 55
0 0 0 1 0 0 0 0 0 0 6 1 4 0 2 7 20
0 0 0 1 0 0 0 0 0 0 5 1 4 0 2 4 11
0 0 0 1 0 0 0 0 0 0 49 11 13 0 12 36 225
0 0 0 1 0 0 0 0 0 0 7 2 1 0 1 5 19
0 0 0 1 0 0 0 0 0 0 7 0 1 0 0 3 7
0 0 0 1 0 0 0 0 0 0 4 0 2 0 255 258 1279
0 0 0 1 0 0 0 0 0 0 5 0 1 0 0 2 4
0 0 0 1 0 0 0 0 0 0 5 0 1 0 0 2 3
0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 5
0 0 0 1 0 0 0 0 0 0 5 0 5 0 4 5 32
0 0 0 1 0 0 0 0 0 0 6 0 2 0 1 4 16
0 0 0 1 0 0 0 0 0 0 6 0 9 0 0 2 39
0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 2
0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 3144 6289
0 0 0 1 0 0 0 0 0 0 4 0 2 0 4 14 86
0 0 0 1 0 0 0 0 0 0 7 2 2 0 0 5 9
0 0 0 1 0 0 0 0 0 0 28 6 3 0 16 16 128
0 0 0 1 0 0 0 0 0 0 6 1 1 0 3 3 20
0 0 0 1 0 0 0 0 0 0 6 1 3 0 0 3 12
0 0 0 1 0 0 0 0 0 0 4 0 1 0 2 2 7
0 0 0 1 0 0 0 0 0 0 4 0 69 0 0 130 132
0 0 0 1 0 0 0 0 0 0 10 1 517 0 6 272 1836
0 0 0 1 0 0 0 0 0 0 6 2 1 0 3 5 25
0 0 0 1 0 0 0 0 0 0 6 1 1 0 2 3 20
0 0 0 1 0 0 0 0 0 0 7 0 1 0 0 4 13
0 0 0 1 0 0 0 0 0 0 8 0 1 0 3 6 29
0 0 0 1 0 0 0 0 0 0 11 0 1 0 0 8 23
0 0 0 1 0 0 0 0 0 0 7 0 1 0 2 2 8
0 0 0 1 0 0 0 0 0 0 5 1 11 0 8 15 75
0 0 0 1 0 0 0 0 0 0 6 0 4 0 0 3 8
0 0 0 1 0 0 0 0 0 0 6 0 2 0 1 3 13
0 0 0 8 0 0 0 0 0 0 6 0 3 0 3 11 34
0 0 0 1 0 0 0 0 0 0 8 0 1 0 4 5 18
0 0 0 1 0 0 0 0 0 0 8 4 4 0 12 25 112
0 0 0 0 0 0 0 0 0 0 632 420 630 0 421 421 5261
0 0 0 1 0 0 0 0 0 0 23 1 54 0 19 37 170
0 0 0 1 0 0 0 0 0 0 17 0 15 0 12 6 37
0 0 0 1 0 0 0 0 0 0 10 2 1 0 0 12 48
0 0 0 1 0 0 0 0 0 0 4 0 11 0 0 18 61
0 0 0 1 0 0 0 0 0 0 8 4 1 0 6 14 45
0 0 0 1 0 0 0 0 0 0 7 0 2 0 0 3 7
0 0 0 1 0 0 0 0 0 0 44 0 43 0 0 22 144
0 0 0 1 0 0 0 0 0 0 84 0 83 0 0 82 364
0 0 0 1 0 0 0 0 0 0 11 0 5 0 5 12 66
0 0 0 1 0 0 0 0 0 0 5 0 1 0 1 6 10
0 0 0 1 0 0 0 0 0 0 9 3 1 0 0 9 56
0 0 0 1 0 0 0 0 0 0 7 0 1 0 0 4 8
0 0 0 2 0 0 0 0 0 0 14 2 528 0 23 8 873
0 0 0 1 0 0 0 0 0 0 12 4 27 0 7 42 191
0 0 0 1 0 0 0 0 0 0 7 2 13 0 2 14 62
0 0 0 1 0 0 0 0 0 0 5 0 1 0 0 2 5
0 0 0 0 0 0 0 0 0 0 2 1 1457 0 0 2696 3526
0 0 0 1 0 0 0 0 0 0 9 1 1 0 0 4 16
0 0 0 1 0 0 0 0 0 0 23 1 5 0 4 25 62
0 0 0 1 0 0 0 0 0 0 8 0 1 0 0 7 16
0 0 0 1 0 0 0 0 0 0 8 0 1 0 0 7 16
0 0 0 1 0 0 0 0 0 0 6 1 1 0 5 3 9
0 0 0 1 0 0 0 0 0 0 5 0 1 0 3 3 6
0 0 0 1 0 0 0 0 0 0 7 0 2 0 0 7 18
0 0 0 1 0 0 0 0 0 0 4 0 4 0 0 4 18
0 0 0 1 0 0 0 0 0 0 5 0 1 0 3 3 6
0 0 0 1 0 0 0 0 0 0 9 4 2 0 0 13 26
0 0 0 1 0 0 0 0 0 0 4 0 3 0 0 2 7
0 0 0 1 0 0 0 0 0 0 4 0 3 0 34 2 19
0 0 0 1 0 0 0 0 0 0 7 0 1 0 4 4 35
0 0 0 1 0 0 0 0 0 0 17 0 1 0 6 8 27
0 0 0 1 0 0 0 0 0 0 8 3 5 0 9 11 70
0 0 0 1 0 0 0 0 0 0 5 0 4 0 2 26 60
0 0 0 1 0 0 0 0 0 0 4 0 9 0 2 6 49
0 0 0 1 0 0 0 0 0 0 5 0 5 0 2 7 13
0 0 0 1 0 0 0 0 0 0 5 0 1 0 2 2 4
0 0 0 1 0 0 0 0 0 0 404 100 103 0 100 202 1504
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 4
0 0 0 1 0 0 0 0 0 0 6 0 1 0 0 3 9
0 0 0 1 0 0 0 0 0 0 12 4 1 0 0 12 70
0 0 0 1 0 0 0 0 0 0 13 0 1 0 2 6 23
0 0 0 1 0 0 0 0 0 0 9 0 1 0 8 12 52
0 0 0 0 0 0 0 0 0 0 0 0 1087 0 0 0 7601
0 0 0 0 0 0 0 0 0 0 0 0 1081 0 0 0 7555
0 0 0 1 0 0 0 0 0 0 20 4 2 0 14 30 184
0 0 0 1 0 0 0 0 0 0 9 2 311 0 8 57 2269
0 0 0 1 0 0 0 0 0 0 6 0 1 0 0 9 46
0 0 0 1 0 0 0 0 0 0 5 0 1 0 0 3 6
0 0 0 1 0 0 0 0 0 0 4 0 2 0 2 2 8
0 0 0 1 0 0 0 0 0 0 6 1 3 0 6 20 59
0 0 0 1 0 0 0 0 0 0 9 2 1 0 8 2 15
0 0 0 1 0 0 0 0 0 0 9 2 1 0 8 2 15
0 0 0 1 0 0 0 0 0 0 6 1 1 0 1 7 10
0 0 0 1 0 0 0 0 0 0 6 1 7 0 6 3 21
0 0 0 1 0 0 0 0 0 0 6 1 6 0 0 9 26
0 0 0 1 0 0 0 0 0 0 100 48 7 0 86 1100 2659
0 0 0 1 0 0 0 0 0 0 164 48 7 0 470 2460 2843
0 0 0 1 0 0 0 0 0 0 6 1 1 0 4 13 35
0 0 0 1 0 0 0 0 0 0 8 0 2 0 3 32 106
0 0 0 1 0 0 0 0 0 0 5 0 4 0 0 5 11
0 0 0 1 0 0 0 0 0 0 6 0 4 0 6 3 41
0 0 0 1 0 0 0 0 0 0 14 0 1 0 0 14 28
0 0 0 1 0 0 0 0 0 0 9 2 1 0 20 7 22
0 0 0 1 0 0 0 0 0 0 4 0 3 0 3 2 6
0 0 0 1 0 0 0 0 0 0 256 251 503 0 0 506 1765
0 0 0 1 0 0 0 0 0 0 4 0 1 0 3 10 51
0 0 0 26 0 0 0 0 0 0 8 4 9 0 14 32 173
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 3 8
0 0 0 1 0 0 0 0 0 0 6 0 1 0 2 5 25
0 0 0 0 0 0 0 0 0 0 2 1 1392 0 730 730 4533
0 0 0 0 0 0 0 0 0 0 0 0 899 0 380 0 4867
0 0 0 1 0 0 0 0 0 0 9 4 1 0 0 14 23
0 0 0 1 0 0 0 0 0 0 7 2 1 0 0 24 56
0 0 0 1 0 0 0 0 0 0 11 2 2 0 2 5 33
0 0 0 1 0 0 0 0 0 0 5 0 1 0 1 4 25
0 0 0 1 0 0 0 0 0 0 6 2 1 0 2 4 40
0 0 0 1 0 0 0 0 0 0 4 0 1 0 0 5 14
0 0 0 1 0 0 0 0 0 0 5 0 2 0 1 5 12
0 0 0 1 0 0 0 0 0 0 46 0 2 0 0 45 347
0 0 0 1 0 0 0 0 0 0 5 0 1 0 4 4 18
0 0 0 1 0 0 0 0 0 0 5 1 4 0 5 4 17
0 0 0 1 0 0 0 0 0 0 5 1 4 0 7 4 17
0 0 0 1 0 0 0 0 0 0 5 1 4 0 7 4 20
0 0 0 1 0 0 0 0 0 0 5 1 4 0 11 5 20
0 0 0 1 0 0 0 0 0 0 5 0 1 0 2 3 11
0 0 0 1 0 0 0 0 0 0 13 0 1 0 4 10 19
0 0 0 1 0 0 0 0 0 0 7 0 3 0 4 4 20
0 0 0 1 0 0 0 0 0 0 8 0 6 0 5 13 40
0 0 0 1 0 0 0 0 0 0 5 0 3 0 7 3 17
0 0 0 1 0 0 0 0 0 0 4 0 24 0 18 85 254
0 0 0 1 0 0 0 0 0 0 7 0 4 0 2 6 28
0 0 0 0 0 0 0 0 0 0 676 0 78 0 0 2027 4059
0 0 0 1 0 0 0 0 0 0 9 1 5 0 12 5 62
0 0 0 1 0 0 0 0 0 0 9 2 8 0 15 5 79
0 0 0 1 0 0 0 0 0 0 7 0 3 0 1 4 10
0 0 0 1 0 0 0 0 0 0 7 0 2 0 4 3 28
0 0 0 1 0 0 0 0 0 0 8 0 1 0 3 5 9
0 0 0 1 0 0 0 0 0 0 4 0 2 0 1 2 7
0 0 0 1 0 0 0 0 0 0 22 1 9 0 24 27 198
0 0 0 1 0 0 0 0 0 0 4 0 7 0 8 5 22
0 0 0 1 0 0 0 0 0 0 5 0 1 0 1 2 5
0 0 0 1 0 0 0 0 0 0 5 0 1 0 6 11 13
0 0 0 1 0 0 0 0 0 0 6 0 2 0 0 3 9
0 0 0 1 0 0 0 0 0 0 6 4 47 0 18 19 71
0 0 0 1 0 0 0 0 0 0 7 0 62 0 37 38 85
0 0 0 1 0 0 0 0 0 0 6 0 1 0 2 6 29
0 0 0 1 0 0 0 0 0 0 6 0 3 0 0 3 13
0 0 0 1 0 0 0 0 0 0 7 0 45 0 46 89 152
0 0 0 1 0 0 0 0 0 0 7 0 1 0 2 3 12
0 0 0 1 0 0 0 0 0 0 6 0 9 0 21 7 51
0 0 0 1 0 0 0 0 0 0 7 0 2 0 4 3 11
0 0 0 1 0 0 0 0 0 0 6 0 1 0 2 4 37
0 0 0 1 0 0 0 0 0 0 4 0 1 0 2 2 11
0 0 0 1 0 0 0 0 0 0 7 0 3 0 2 3 8
0 0 0 1 0 0 0 0 0 0 4 0 3 0 1 3 12
0 0 0 1 0 0 0 0 0 0 27 16 37 0 44 69 305
0 0 0 1 0 0 0 0 0 0 68 0 144 0 2 234 646
0 0 0 1 0 0 0 0 0 0 5 0 496 0 39 1408 1943
0 0 0 1 0 0 0 0 0 0 5 0 1 0 4 2 5
0 0 0 1 0 0 0 0 0 0 4 0 3 0 0 4 6
0 0 0 1 0 0 0 0 0 0 6 1 101 0 98 306 845
0 0 0 1 0 0 0 0 0 0 6 0 1 0 3 3 14
0 0 0 1 0 0 0 0 0 0 19 0 2 0 3 4 22
0 0 0 1 0 0 0 0 0 0 5 0 1 0 4 4 15
0 0 0 13 0 0 0 0 0 0 7 2 1 0 2 6 28
0 0 0 1 0 0 0 0 0 0 7 0 1 0 0 3 6
0 0 0 1 0 0 0 0 0 0 4 0 1 0 1 2 18
0 0 0 1 0 0 0 0 0 0 7 0 1 0 6 3 12
0 0 0 1 0 0 0 0 0 0 7 0 1 0 0 5 14
0 0 0 1 0 0 0 0 0 0 10 0 1 0 17 2 61
0 0 0 1 0 0 0 0 0 0 7 0 1 0 5 3 11
0 0 0 1 0 0 0 0 0 0 7 0 1 0 5 3 11
0 0 0 1 0 0 0 0 0 0 5 0 1 0 1 3 7
0 0 0 1 0 0 1 0 0 0 10 0 1 0 3 5 40
0 0 0 1 0 0 0 0 0 0 4 0 1 0 3 2 13
0 0 0 1 0 0 0 0 0 0 12 6 7 0 6 12 49
0 0 0 1 0 0 0 0 0 0 4 0 15 0 12 52 162
0 0 0 1 0 0 0 0 0 0 4 0 260 257 0 259 518
